Load,PV_rel
1.51953124,0.076885151
0.58007812,0.063470814
0.47973634,0.040783872
0.48535156,0.015621636
0.5546875,0.001081723
0.45996094,0
0.58496094,0
0.68066406,0
0.63476562,0
0.4802246,0
0.70434572,0
0.53515624,0
0.5,0
0.54003906,0
0.37988282,0
0.36035156,0
0.42480468,0
0.51538086,0
0.43969728,0
0.56030272,0
0.36450196,0.003951699
0.6953125,0.039594952
0.59960938,0.086391643
1.74023436,0.146909647
0.58007814,0.185418003
0.52539062,0.179980153
1.37475586,0.124758692
0.70019532,0.049398674
0.71435546,0.003289022
0.57519532,0
0.72998046,0
2.1599121,0
1.3647461,0
0.89550782,0
0.44018554,0
0.41503906,0
0.38476564,0
0.3798828,0
0.42016602,0
0.32006836,0
0.47973632,0
0.58496094,0
1.55541992,0
0.55981446,0
1.40014648,0.010773374
0.5,0.096336671
0.42504884,0.213011678
0.42944336,0.295568565
0.92504882,0.322143862
0.41992188,0.294862034
0.4255371,0.206209493
0.73950196,0.08434514
0.58007812,0.006134635
0.91992188,0
0.65527344,0
0.9453125,0
1.10473632,0
1.02026368,0
0.8996582,0
0.72998046,0
0.36035156,0
0.41992188,0
0.41992188,0
0.43969726,0
0.56030274,0
0.54516602,0
0.7145996,0
0.4650879,0
1.59960936,0.010149678
0.71069336,0.087103046
1.18457032,0.192532035
0.49047852,0.273763568
1.5546875,0.301605748
0.39526366,0.274708857
0.54492188,0.192916973
0.41503906,0.07964793
0.43969728,0.006470846
0.52539062,0
0.61499024,0
1.24487304,0
1.77001952,0
1.16992188,0
1.00488282,0
0.97460938,0
0.59545898,0
0.41992188,0
0.35961914,0
0.38061522,0
0.41992188,0
0.58520508,0
2.36680384,0
0.88783484,0
1.3203125,0.011177802
0.43969726,0.08863305
0.43530274,0.192946208
0.43945312,0.26262962
0.4453125,0.273256815
0.54516602,0.240551755
0.47460936,0.167540341
0.52026368,0.073118612
1.50512696,0.007284574
1.94995116,0
0.6496582,0
0.91992188,0
1.08520508,0
1.09521484,0
0.8996582,0
0.90039064,0
0.5546875,0
0.3798828,0
0.32006836,0
0.47973634,0
0.3203125,0
0.60546874,0
0.72924804,0
